State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Year_Built,Nearby_Schools,Nearby_Hospitals,Furnished_Status,Parking_Space,Floor,Total_Floors,Facing,Owner_Type,Availability_Status,Security,Amenities,Public_Transport_Accessibility,Price_per_SqFt,Age_of_Property,Future_Price_5Y,Good_Investment
Telangana,Ahmedabad,Andheri,Apartment,3,2405,423.39444725337444,2002,2,0,Furnished,2,21,3,South,Third+,Under Construction,No,Basic,Average,17604.75872155403,23,622.1053489105999,0
Maharashtra,Pune,Connaught Place,Villa,5,2443,202.37206804065374,2003,3,4,Unfurnished,3,22,16,South,Second,Ready to move,Yes,Basic,Good,8283.752273461061,22,297.35096153221264,1
Delhi,Ahmedabad,Whitefield,Villa,3,906,41.523409683158135,2017,9,1,Unfurnished,2,4,20,North,First,Under Construction,Yes,"Gym, Pool, Park",Good,4583.157801673084,8,61.011511691933265,1
Gujarat,Chennai,Whitefield,Villa,2,2034,362.6467758217889,2004,1,6,Furnished,0,20,3,South,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,17829.241682487165,21,532.84708967595,0
Delhi,Pune,Bandra,Independent House,4,1070,466.2494971827924,2000,9,1,Furnished,0,21,8,North,Second,Ready to move,Yes,Luxury,Poor,43574.7193628778,25,685.0734770045597,0
Tamil Nadu,Bangalore,T Nagar,Penthouse,1,2090,364.2422681879686,2003,1,3,Furnished,3,6,8,East,Second,Ready to move,Yes,Basic,Excellent,17427.859721912373,22,535.1913914058979,0
Tamil Nadu,Hyderabad,Connaught Place,Independent House,3,3206,297.6546766413321,2012,6,3,Furnished,0,19,26,North,Third+,Ready to move,Yes,"Gym, Pool",Good,9284.300581451407,13,437.3523735799346,1
Gujarat,Chennai,Whitefield,Independent House,1,2944,130.4138383419488,2009,1,5,Furnished,3,6,24,East,First,Under Construction,Yes,Basic,Average,4429.8178784629345,16,191.6207142790818,0
Maharashtra,Hyderabad,Andheri,Penthouse,2,1364,27.380299541358557,1998,0,3,Semi-Furnished,1,14,15,South,Third+,Ready to move,Yes,"Gym, Pool",Good,2007.3533388092783,27,40.230642867312305,1
Maharashtra,Bangalore,Whitefield,Independent House,5,680,353.44261206994554,1996,3,7,Unfurnished,0,14,5,West,First,Ready to move,Yes,Luxury,Good,51976.85471616846,29,519.3231534519017,0
Telangana,Bangalore,T Nagar,Apartment,2,750,130.89256440526063,2000,5,0,Semi-Furnished,1,20,13,South,Second,Ready to move,No,Luxury,Average,17452.341920701416,25,192.3241199250018,0
Telangana,Hyderabad,Koramangala,Apartment,4,2781,431.9180850475316,2011,9,6,Furnished,1,22,15,West,Second,Ready to move,Yes,Luxury,Excellent,15531.03506104033,14,634.6293692380286,0
Karnataka,Chennai,Koramangala,Independent House,2,2349,243.8547770396534,2001,9,4,Semi-Furnished,0,0,7,North,First,Ready to move,Yes,Basic,Average,10381.216561926496,24,358.30267056616685,1
Gujarat,Hyderabad,Whitefield,Villa,4,2366,274.705079538779,2017,3,0,Unfurnished,3,11,12,South,Third+,Under Construction,Yes,Basic,Good,11610.52745303377,8,403.6318862059053,0
Delhi,Hyderabad,Whitefield,Independent House,5,3208,381.889541247856,2017,0,6,Furnished,3,1,3,South,Third+,Ready to move,Yes,"Gym, Pool",Average,11904.287445382046,8,561.1210251917468,1
Gujarat,Mumbai,Connaught Place,Villa,2,1947,394.1266917456047,2014,0,0,Furnished,3,17,8,East,Second,Under Construction,Yes,"Gym, Pool",Poor,20242.767937627363,11,579.1014139981161,0
Karnataka,Chennai,Whitefield,Independent House,3,1706,328.4723998786727,2009,8,3,Unfurnished,0,14,10,North,First,Under Construction,Yes,"Gym, Pool, Park",Poor,19253.950754904614,16,482.6337195956109,0
Telangana,Mumbai,T Nagar,Apartment,3,2364,470.44727139811664,2018,0,5,Semi-Furnished,1,6,2,West,First,Ready to move,Yes,"Gym, Pool",Poor,19900.47679349055,7,691.2413845192026,0
Gujarat,Pune,Whitefield,Villa,4,1127,491.5032494338013,2015,6,1,Unfurnished,2,8,8,North,First,Under Construction,Yes,Luxury,Poor,43611.645912493455,10,722.1795242315181,0
Gujarat,Ahmedabad,Bandra,Apartment,2,1222,474.5050132998161,1996,6,2,Unfurnished,2,22,22,East,First,Under Construction,Yes,Basic,Average,38830.19748770999,29,697.2035386237775,0
Telangana,Hyderabad,T Nagar,Independent House,3,1837,415.6060089650929,2015,0,1,Semi-Furnished,0,21,18,East,Second,Ready to move,No,"Gym, Pool, Park",Excellent,22624.170330162924,10,610.6615778592037,1
Karnataka,Pune,Connaught Place,Penthouse,2,2461,358.7001057172407,2006,0,1,Semi-Furnished,2,2,12,East,Third+,Under Construction,Yes,Basic,Excellent,14575.380159172722,19,527.0481364814702,0
Telangana,Chennai,Bandra,Villa,2,1479,338.3964117832004,2004,5,1,Furnished,1,20,22,North,Second,Ready to move,Yes,Luxury,Poor,22880.081932603138,21,497.21534892143086,0
Maharashtra,Hyderabad,Bandra,Villa,1,2789,69.80008492185627,2019,7,1,Furnished,2,9,27,East,First,Ready to move,Yes,Luxury,Good,2502.692180776489,6,102.55922453870778,1
Delhi,Ahmedabad,Koramangala,Independent House,3,598,150.312486473174,2020,6,0,Furnished,3,1,26,North,Third+,Ready to move,Yes,Luxury,Average,25135.867303206356,5,220.85835666865486,0
Telangana,Pune,T Nagar,Independent House,4,2283,22.730347294100977,2011,5,3,Unfurnished,1,24,18,East,Second,Ready to move,Yes,"Gym, Pool, Park",Good,995.6350106921145,14,33.398337474637486,1
Karnataka,Delhi,Bandra,Villa,2,1077,85.9567377123161,2021,9,3,Semi-Furnished,0,21,19,South,First,Ready to move,No,Basic,Poor,7981.126992787011,4,126.2986481108395,1
Tamil Nadu,Bangalore,Connaught Place,Penthouse,3,3105,230.8301490412104,2012,2,1,Semi-Furnished,0,24,27,West,Second,Under Construction,Yes,"Gym, Pool",Average,7434.143286351382,13,339.1652189581792,1
Maharashtra,Hyderabad,Koramangala,Independent House,3,1864,90.33754437875521,2010,6,2,Furnished,3,24,5,North,First,Ready to move,Yes,Basic,Poor,4846.434784267983,15,132.7354903448711,1
Tamil Nadu,Ahmedabad,Bandra,Independent House,2,477,452.7984390448438,2004,5,4,Unfurnished,2,11,16,West,Second,Ready to move,Yes,Basic,Average,94926.29749367795,21,665.3094596198026,1
Telangana,Bangalore,T Nagar,Independent House,4,2559,406.73560896093534,2002,7,1,Unfurnished,0,6,17,North,Second,Under Construction,Yes,"Gym, Pool, Park",Poor,15894.318443178403,23,597.6280500806482,0
Maharashtra,Mumbai,Koramangala,Penthouse,2,934,54.37371780296875,2023,3,1,Semi-Furnished,0,4,9,North,Second,Ready to move,Yes,"Gym, Pool",Excellent,5821.597195178667,2,79.89283020790202,1
Delhi,Pune,T Nagar,Villa,1,1798,139.4785834242877,2015,8,2,Semi-Furnished,1,3,10,South,First,Ready to move,Yes,"Gym, Pool",Average,7757.429556411997,10,204.9397987375971,1
Telangana,Mumbai,T Nagar,Apartment,1,1565,413.15450461352424,2022,0,0,Semi-Furnished,1,0,19,South,Third+,Under Construction,Yes,Basic,Excellent,26399.6488570942,3,607.0595136850466,0
Delhi,Ahmedabad,T Nagar,Independent House,4,3439,405.4621407487393,2019,6,1,Semi-Furnished,1,14,29,North,Third+,Under Construction,Yes,Luxury,Poor,11790.117497782472,6,595.7569074815563,0
Gujarat,Hyderabad,Koramangala,Penthouse,5,1620,473.8162640565386,2016,8,2,Unfurnished,1,8,12,East,First,Ready to move,Yes,Basic,Average,29247.917534354237,9,696.1915400227551,0
Tamil Nadu,Bangalore,Bandra,Villa,2,1189,498.8229255763329,2007,9,0,Furnished,0,5,1,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,41953.14765149983,18,732.934529900823,1
Maharashtra,Bangalore,Whitefield,Villa,1,1963,488.6096303557385,2010,0,0,Semi-Furnished,1,13,22,North,Third+,Under Construction,Yes,Luxury,Good,24890.964358417652,15,717.9278484765564,0
Delhi,Pune,Andheri,Penthouse,2,1722,216.8662331462919,2002,9,5,Semi-Furnished,3,1,17,South,Second,Ready to move,Yes,"Gym, Pool, Park",Average,12593.857906288727,23,318.6476452717016,1
Karnataka,Hyderabad,Bandra,Independent House,3,1499,140.15765302497547,2006,2,6,Semi-Furnished,3,11,3,South,Second,Ready to move,Yes,Luxury,Excellent,9350.07691961144,19,205.937574767989,1
Delhi,Delhi,Koramangala,Apartment,3,2977,384.03689140499,2011,6,6,Unfurnished,1,22,7,West,First,Ready to move,Yes,Luxury,Poor,12900.130715653007,14,564.2761870683446,1
Karnataka,Delhi,Andheri,Independent House,5,2547,163.65098851713478,2010,8,5,Furnished,1,5,20,West,First,Under Construction,Yes,Luxury,Excellent,6425.244935890647,15,240.45699222430062,1
Telangana,Pune,Andheri,Villa,4,1902,407.0721728630383,2003,0,5,Unfurnished,2,12,9,East,Second,Ready to move,Yes,"Gym, Pool",Excellent,21402.322442851648,22,598.1225728716454,0
Maharashtra,Hyderabad,Andheri,Apartment,4,3420,276.2982705910037,2019,5,1,Furnished,1,3,23,West,First,Ready to move,Yes,Luxury,Average,8078.896800906541,6,405.9728065506456,1
Delhi,Pune,Whitefield,Independent House,3,1891,401.0850921127779,2013,1,6,Unfurnished,0,21,5,West,First,Ready to move,Yes,"Gym, Pool",Good,21210.211111199256,12,589.325587027219,1
Delhi,Hyderabad,Connaught Place,Apartment,2,2059,152.42234226416502,2011,4,0,Semi-Furnished,3,15,9,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,7402.736389711754,14,223.95842702035705,1
Maharashtra,Ahmedabad,Koramangala,Penthouse,3,2300,263.853111465834,2018,6,1,Semi-Furnished,3,10,19,East,First,Ready to move,No,Luxury,Excellent,11471.874411558001,7,387.68678482779,1
Delhi,Ahmedabad,Whitefield,Independent House,2,1715,290.7314209290474,2002,6,7,Furnished,0,5,11,North,First,Ready to move,Yes,Luxury,Good,16952.26944192696,23,427.1798395790086,1
Karnataka,Mumbai,Whitefield,Villa,2,3462,472.6918725056634,2006,9,7,Unfurnished,1,4,14,North,Second,Under Construction,Yes,Luxury,Excellent,13653.722487165322,19,694.5394399477375,1
Delhi,Pune,Connaught Place,Villa,2,524,147.9668368786003,2003,6,1,Furnished,2,0,14,East,First,Under Construction,Yes,"Gym, Pool, Park",Average,28237.945969198532,22,217.4118278610132,0
Tamil Nadu,Hyderabad,Andheri,Apartment,3,3462,469.61035485674944,2000,3,3,Unfurnished,3,18,8,North,Second,Under Construction,Yes,Basic,Average,13564.712734163762,25,690.0116795470334,0
Telangana,Delhi,Connaught Place,Penthouse,3,918,406.33227942354364,2019,5,4,Semi-Furnished,2,6,24,West,First,Ready to move,Yes,Basic,Excellent,44262.775536333735,6,597.0354266671558,1
Gujarat,Hyderabad,Connaught Place,Independent House,3,2470,370.82914596161373,2022,9,4,Furnished,3,17,20,West,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,15013.325747433753,3,544.8696758571646,1
Karnataka,Ahmedabad,Whitefield,Penthouse,1,561,397.6977292088601,2004,5,3,Furnished,2,9,1,West,Second,Ready to move,No,"Gym, Pool, Park",Excellent,70890.86082154368,21,584.3484396061818,0
Tamil Nadu,Hyderabad,Koramangala,Penthouse,3,3076,310.60402202242733,2003,6,6,Semi-Furnished,3,9,4,West,First,Ready to move,Yes,"Gym, Pool, Park",Poor,10097.660013733008,22,456.3792103245582,1
Telangana,Pune,T Nagar,Apartment,2,2953,137.1584050219932,2022,8,1,Semi-Furnished,2,16,16,North,First,Under Construction,Yes,Basic,Excellent,4644.714020385817,3,201.5306954679208,1
Maharashtra,Mumbai,Connaught Place,Apartment,3,1281,110.95758504312931,2023,5,2,Semi-Furnished,1,23,25,East,Third+,Ready to move,Yes,"Gym, Pool",Poor,8661.794304693934,2,163.0330950377937,1
Karnataka,Mumbai,Connaught Place,Independent House,2,1444,435.8438892081874,1998,9,0,Semi-Furnished,1,6,26,East,First,Under Construction,Yes,"Gym, Pool, Park",Excellent,30183.094820511593,27,640.3976635152985,0
Gujarat,Mumbai,Andheri,Villa,4,2187,368.06691324599996,2005,0,3,Semi-Furnished,0,21,1,East,Third+,Under Construction,Yes,Basic,Poor,16829.762837037037,20,540.8110497734577,0
Telangana,Mumbai,Andheri,Independent House,3,2261,122.33805572525554,2015,7,5,Semi-Furnished,0,20,19,South,Second,Under Construction,Yes,"Gym, Pool",Good,5410.794149723819,10,179.75474013824103,1
Gujarat,Ahmedabad,Whitefield,Penthouse,3,882,315.24481561971277,2016,1,3,Unfurnished,2,21,24,East,Second,Ready to move,Yes,Luxury,Excellent,35742.042587269025,9,463.1980586556833,1
Maharashtra,Chennai,Andheri,Apartment,3,1925,234.82231107882743,2000,2,3,Unfurnished,2,0,3,South,First,Ready to move,Yes,Luxury,Excellent,12198.56161448454,25,345.031014727185,1
Maharashtra,Pune,Bandra,Penthouse,3,2366,96.15448158228509,2020,4,6,Furnished,3,11,2,East,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,4064.0102105784063,5,141.28247949900003,1
Karnataka,Bangalore,Connaught Place,Apartment,1,2756,275.2914124914389,2012,5,6,Unfurnished,0,24,17,West,Third+,Ready to move,Yes,"Gym, Pool",Average,9988.803065727101,13,404.49340167560155,1
Delhi,Pune,Andheri,Villa,3,1273,155.1291643838803,1998,6,3,Furnished,0,16,25,East,Third+,Under Construction,No,Basic,Good,12186.108749715655,27,227.93563675975798,1
Maharashtra,Chennai,Koramangala,Penthouse,2,1976,66.19717959563434,2006,3,4,Unfurnished,3,15,11,South,First,Ready to move,Yes,Luxury,Average,3350.0596961353413,19,97.26537458483764,1
Telangana,Mumbai,Bandra,Apartment,2,2650,244.1399833017972,2003,2,1,Unfurnished,2,19,26,West,Third+,Ready to move,No,Luxury,Average,9212.829558558386,22,358.7217321348139,1
Delhi,Chennai,Whitefield,Independent House,2,3087,303.2521050049097,2009,8,3,Semi-Furnished,0,14,3,South,Third+,Ready to move,Yes,Basic,Excellent,9823.521380139608,16,445.5768322324158,1
Tamil Nadu,Delhi,T Nagar,Independent House,4,541,42.515076982952245,2017,3,3,Unfurnished,2,18,7,North,Third+,Under Construction,Yes,Luxury,Excellent,7858.609423835905,8,62.46859629836519,1
Gujarat,Delhi,Connaught Place,Independent House,2,2279,213.00451971727847,2003,8,7,Unfurnished,1,19,10,North,First,Ready to move,Yes,Luxury,Excellent,9346.402795843724,22,312.97352130589655,1
Delhi,Ahmedabad,Connaught Place,Penthouse,2,1403,143.67772152160893,2000,8,3,Unfurnished,2,16,3,North,Second,Under Construction,No,"Gym, Pool, Park",Average,10240.749930264357,25,211.1097102423517,1
Gujarat,Pune,Koramangala,Apartment,5,3062,34.71228353947156,2005,2,2,Semi-Furnished,1,3,29,West,Third+,Ready to move,Yes,"Gym, Pool",Good,1133.6474049468177,20,51.00373281438806,1
Delhi,Pune,T Nagar,Apartment,4,2554,80.31802381352279,2001,2,2,Semi-Furnished,1,3,8,West,Second,Under Construction,Yes,"Gym, Pool",Poor,3144.793414781628,24,118.01352746230008,0
Tamil Nadu,Bangalore,T Nagar,Apartment,1,2414,86.73639623282122,2019,7,0,Unfurnished,3,2,25,South,Second,Ready to move,Yes,"Gym, Pool",Poor,3593.057010473124,6,127.44422226533402,1
Maharashtra,Ahmedabad,Whitefield,Penthouse,4,928,107.77963909662616,2008,0,1,Furnished,3,7,28,West,First,Ready to move,Yes,"Gym, Pool",Poor,11614.185247481266,17,158.36364983204385,1
Tamil Nadu,Bangalore,Whitefield,Apartment,2,3023,405.6212342902022,2022,5,3,Unfurnished,1,22,24,East,First,Under Construction,Yes,Basic,Good,13417.837720483036,3,595.9906680888653,1
Maharashtra,Delhi,Bandra,Villa,3,1368,230.95609590950681,2010,5,0,Semi-Furnished,3,8,5,South,Second,Under Construction,Yes,"Gym, Pool",Average,16882.755548940557,15,339.3502762279521,0
Maharashtra,Mumbai,Connaught Place,Penthouse,3,2172,90.6012762897857,2009,8,6,Semi-Furnished,0,1,27,East,First,Ready to move,Yes,"Gym, Pool, Park",Average,4171.329479271902,16,133.12299904649632,1
Gujarat,Chennai,Andheri,Villa,3,3135,68.14254412538685,2014,1,5,Furnished,0,18,10,West,Second,Under Construction,Yes,Basic,Good,2173.6058732180813,11,100.12375330801383,1
Telangana,Bangalore,Whitefield,Villa,3,2738,163.01142018993875,2003,7,0,Semi-Furnished,2,21,12,East,Third+,Ready to move,Yes,"Gym, Pool, Park",Excellent,5953.667647550721,22,239.5172565241195,1
Tamil Nadu,Hyderabad,Koramangala,Independent House,2,1204,403.0474489781371,2013,6,5,Semi-Furnished,1,17,18,West,Second,Under Construction,Yes,Luxury,Good,33475.70174237019,12,592.2089330661925,1
Delhi,Bangalore,Koramangala,Penthouse,2,1734,194.94072701102886,2006,1,5,Unfurnished,2,15,6,West,Second,Ready to move,Yes,"Gym, Pool",Average,11242.256459690247,19,286.43188350910896,1
Tamil Nadu,Mumbai,Koramangala,Apartment,3,1067,96.75073294109028,2005,0,1,Furnished,1,17,8,East,Third+,Ready to move,No,"Gym, Pool",Poor,9067.547604600775,20,142.15856836132264,1
Gujarat,Mumbai,Whitefield,Villa,2,784,213.97576714215677,2022,3,2,Semi-Furnished,1,17,18,North,First,Ready to move,No,Basic,Poor,27292.82744160163,3,314.40060241679,1
Maharashtra,Pune,Whitefield,Penthouse,5,2008,286.5495474977876,2002,1,7,Semi-Furnished,2,11,6,West,Second,Ready to move,Yes,"Gym, Pool",Poor,14270.39579172249,23,421.0352955328347,0
Gujarat,Chennai,Koramangala,Apartment,2,3148,34.200408146246644,1997,2,1,Unfurnished,2,1,23,South,First,Ready to move,No,"Gym, Pool, Park",Excellent,1086.4170313293089,28,50.25161992729966,1
Karnataka,Mumbai,Whitefield,Independent House,1,412,321.2680646912831,2013,1,0,Unfurnished,2,20,9,South,Third+,Ready to move,No,Basic,Excellent,77977.68560468036,12,472.04818763010115,0
Karnataka,Ahmedabad,Andheri,Penthouse,3,3407,209.64836144709886,1997,8,5,Unfurnished,2,0,16,North,Second,Ready to move,Yes,"Gym, Pool",Good,6153.4593908746365,28,308.04222372933714,1
Delhi,Bangalore,Andheri,Penthouse,2,2607,24.668420062973304,2019,3,1,Unfurnished,0,22,11,East,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,946.2378236660262,6,36.246002208823114,1
Gujarat,Bangalore,Bandra,Penthouse,1,1707,343.46691149426283,2020,0,2,Furnished,1,15,25,North,Second,Ready to move,No,Luxury,Excellent,20121.08444606109,5,504.6655765103012,0
Delhi,Delhi,Connaught Place,Apartment,2,3012,361.94606507007114,1997,7,0,Unfurnished,3,16,2,East,Second,Under Construction,Yes,"Gym, Pool",Average,12016.801629152429,28,531.8175156947354,1
Delhi,Mumbai,Andheri,Villa,5,2455,321.84309850816777,2000,3,1,Furnished,1,0,17,North,First,Under Construction,Yes,"Gym, Pool",Good,13109.69851357099,25,472.89310096235926,0
Karnataka,Hyderabad,Bandra,Villa,2,471,184.12650444724267,2005,9,6,Semi-Furnished,0,20,13,West,First,Ready to move,Yes,"Gym, Pool",Average,39092.676103448546,20,270.54224266737384,1
Delhi,Pune,T Nagar,Penthouse,2,3339,274.2103299516614,2014,7,6,Semi-Furnished,1,22,7,South,Third+,Ready to move,Yes,Luxury,Average,8212.348905410643,11,402.9049367465682,1
Karnataka,Chennai,Connaught Place,Penthouse,2,2545,205.83569894404897,2008,7,3,Unfurnished,0,2,22,North,First,Ready to move,Yes,"Gym, Pool",Poor,8087.846716858505,17,302.4401716662434,1
Maharashtra,Hyderabad,Andheri,Apartment,1,2534,356.2984304766533,1996,8,3,Unfurnished,1,22,10,South,Second,Under Construction,No,Luxury,Average,14060.71154209366,29,523.5192876191197,0
Gujarat,Pune,T Nagar,Independent House,1,2265,300.11848939217055,2006,9,7,Unfurnished,0,24,26,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Poor,13250.26443232541,19,440.9725228307193,0
Delhi,Bangalore,Bandra,Penthouse,4,500,59.26357463717588,2010,6,1,Semi-Furnished,3,19,13,North,Second,Ready to move,No,Basic,Good,11852.714927435176,15,87.07763414593492,1
Karnataka,Hyderabad,Andheri,Penthouse,5,680,328.68490794511877,2022,3,1,Semi-Furnished,3,15,10,North,Second,Under Construction,Yes,"Gym, Pool, Park",Average,48336.01587428217,3,482.9459636641866,0
Tamil Nadu,Pune,Andheri,Independent House,2,1282,349.8744388821447,1997,1,5,Semi-Furnished,3,20,28,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Poor,27291.297884722673,28,514.080336404181,0
Delhi,Bangalore,Whitefield,Penthouse,3,1712,197.9370466950557,2015,5,6,Furnished,3,13,4,North,Second,Ready to move,Yes,Basic,Average,11561.743381720544,10,290.8344601479181,1
Telangana,Bangalore,T Nagar,Villa,5,3196,440.3771748606581,2010,3,5,Semi-Furnished,0,15,27,South,Second,Ready to move,Yes,Basic,Excellent,13779.010477492431,15,647.0585474046284,0
Maharashtra,Bangalore,Andheri,Penthouse,2,2643,424.6468903255821,2004,5,2,Unfurnished,1,23,11,West,Third+,Ready to move,No,"Gym, Pool",Excellent,16066.85169601143,21,623.9455986811882,1
Maharashtra,Bangalore,Koramangala,Villa,2,2838,104.07993147187418,2014,7,0,Furnished,3,8,9,South,First,Under Construction,No,Luxury,Average,3667.3689736389774,11,152.92756554304472,1
Tamil Nadu,Ahmedabad,Whitefield,Apartment,4,1008,454.0478280732169,1999,2,1,Furnished,3,20,16,West,Third+,Under Construction,Yes,"Gym, Pool",Excellent,45044.42738821596,26,667.1452219980371,0
Karnataka,Bangalore,Whitefield,Apartment,3,849,231.61873831763722,2007,0,0,Furnished,1,20,17,North,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,27281.35904801381,18,340.3239153230965,0
Delhi,Delhi,Andheri,Villa,2,1684,367.3998332644608,2006,4,3,Semi-Furnished,1,1,23,West,Third+,Ready to move,Yes,Luxury,Excellent,21817.092236606935,19,539.8308904271111,1
Karnataka,Hyderabad,Whitefield,Villa,2,1935,410.76656334427327,2021,2,0,Semi-Furnished,2,24,5,South,First,Ready to move,Yes,"Gym, Pool",Good,21228.246167662703,4,603.5508445323867,1
Maharashtra,Pune,Connaught Place,Independent House,1,520,262.45396211345115,1995,5,4,Semi-Furnished,1,12,5,North,Third+,Ready to move,Yes,Basic,Poor,50471.9157910483,30,385.63097540069737,0
Karnataka,Delhi,T Nagar,Villa,2,2779,211.56893089799155,2014,2,6,Semi-Furnished,1,21,6,South,First,Ready to move,Yes,Basic,Good,7613.131734364575,11,310.86417034697814,1
Maharashtra,Ahmedabad,Connaught Place,Villa,3,1475,459.4166569352472,2005,0,2,Unfurnished,1,4,2,South,Second,Ready to move,Yes,"Gym, Pool",Poor,31146.891995609978,20,675.0337929845524,0
Karnataka,Delhi,Bandra,Penthouse,3,717,130.80970540900313,2020,8,6,Furnished,2,20,27,South,Third+,Under Construction,Yes,Luxury,Excellent,18244.03143779681,5,192.2023728753852,1
Tamil Nadu,Mumbai,Connaught Place,Independent House,3,3122,143.34563730518937,2013,4,2,Furnished,1,19,14,West,Second,Ready to move,Yes,"Gym, Pool, Park",Poor,4591.468203241171,12,210.6217695793043,1
Gujarat,Mumbai,Koramangala,Villa,2,1101,193.5777507264498,2023,1,7,Furnished,0,16,11,North,Second,Under Construction,Yes,Luxury,Excellent,17581.993708124417,2,284.4292241861644,0
Tamil Nadu,Mumbai,Whitefield,Villa,2,3140,432.54357342587144,2009,1,0,Furnished,3,5,19,North,First,Ready to move,Yes,"Gym, Pool",Poor,13775.273039040492,16,635.5484168740355,0
Tamil Nadu,Chennai,Whitefield,Villa,1,1416,470.61836682227647,2012,8,7,Furnished,0,16,11,South,Second,Under Construction,Yes,Basic,Good,33235.76036880484,13,691.4927798297326,0
Gujarat,Mumbai,Koramangala,Penthouse,4,420,125.6325030823337,2010,0,7,Unfurnished,2,1,25,East,Second,Under Construction,Yes,Basic,Average,29912.500733888974,15,184.5953641375355,0
Gujarat,Pune,Whitefield,Penthouse,3,2846,434.65767086299775,2001,9,2,Unfurnished,2,6,20,South,Third+,Ready to move,Yes,"Gym, Pool, Park",Average,15272.58154824307,24,638.6547195954961,1
Delhi,Delhi,Connaught Place,Penthouse,2,2138,143.93742054491327,2004,2,0,Furnished,2,16,6,West,Second,Ready to move,Yes,Basic,Average,6732.339595178357,21,211.4912933088103,1
Delhi,Pune,Bandra,Apartment,2,2649,485.90779843994625,2019,9,0,Furnished,2,23,13,West,Third+,Under Construction,Yes,"Gym, Pool, Park",Poor,18343.065248771094,6,713.9579709838886,0
Tamil Nadu,Hyderabad,Andheri,Penthouse,4,2913,306.7557881511595,2010,6,3,Semi-Furnished,2,7,29,North,Second,Under Construction,Yes,"Gym, Pool, Park",Average,10530.579751155494,15,450.7248922514116,0
Tamil Nadu,Mumbai,Koramangala,Villa,3,1295,23.40150437474355,2011,0,6,Furnished,3,22,19,East,First,Ready to move,No,Luxury,Excellent,1807.065974883672,14,34.384487417168735,1
Maharashtra,Ahmedabad,Connaught Place,Penthouse,2,1582,36.38235395416538,2022,1,7,Unfurnished,1,22,3,West,Second,Ready to move,Yes,Luxury,Excellent,2299.7695293404163,3,53.45761416493072,1
Maharashtra,Chennai,Connaught Place,Penthouse,2,2757,90.79257478626006,2001,5,0,Semi-Furnished,0,0,25,North,First,Ready to move,Yes,"Gym, Pool",Good,3293.1655707747573,24,133.40407929841572,1
Delhi,Hyderabad,Connaught Place,Independent House,2,2951,110.03511575300323,2005,8,2,Unfurnished,0,18,16,East,Third+,Ready to move,Yes,"Gym, Pool",Poor,3728.73994418852,20,161.67768500982567,1
Telangana,Ahmedabad,Andheri,Villa,4,2473,388.45717895676637,2022,8,7,Semi-Furnished,1,24,9,East,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,15707.932832865603,3,570.7710396756992,0
Telangana,Chennai,T Nagar,Penthouse,3,465,126.92762068013595,2011,7,4,Semi-Furnished,2,4,29,North,Second,Ready to move,Yes,"Gym, Pool",Average,27296.262511857196,14,186.4983167867441,1
Delhi,Hyderabad,Whitefield,Apartment,3,662,485.18797762393274,1999,2,1,Furnished,1,4,3,West,Second,Under Construction,Yes,Basic,Poor,73291.23529062427,26,712.9003180486548,0
Maharashtra,Delhi,Whitefield,Independent House,4,871,325.3337874574104,1995,1,2,Unfurnished,2,22,19,South,Third+,Under Construction,Yes,"Gym, Pool, Park",Good,37351.75516158558,30,478.02206824285696,0
Maharashtra,Pune,Bandra,Penthouse,5,2614,352.4084044416885,1997,0,4,Unfurnished,3,23,15,West,Third+,Under Construction,Yes,"Gym, Pool, Park",Excellent,13481.576298457861,28,517.8035631464629,0
Telangana,Bangalore,T Nagar,Independent House,2,3247,124.5519292568996,2010,8,2,Furnished,0,21,22,West,Third+,Ready to move,No,"Gym, Pool",Average,3835.907892112707,15,183.00764667677,1
Karnataka,Pune,Whitefield,Independent House,2,742,448.49903076564067,2018,4,4,Semi-Furnished,0,20,13,West,First,Ready to move,Yes,Luxury,Average,60444.61331073324,7,658.9922183215431,1
Karnataka,Mumbai,Bandra,Apartment,2,1117,340.55099495356706,2023,2,2,Semi-Furnished,3,0,17,North,Second,Under Construction,Yes,"Gym, Pool, Park",Average,30488.003129236087,2,500.38113846745136,0
Maharashtra,Ahmedabad,Bandra,Apartment,1,2860,434.91469968409467,2009,9,1,Unfurnished,3,9,21,North,Third+,Ready to move,Yes,"Gym, Pool, Park",Good,15206.807681262051,16,639.0323792588806,0
Karnataka,Bangalore,Connaught Place,Apartment,3,2094,479.11092667098893,1998,9,7,Furnished,2,9,25,South,Third+,Ready to move,Yes,Luxury,Average,22880.17796900616,27,703.9711364593503,1
